Unnamed: 0,A_YEAR,B_COUNTRY,B_COUNTRY_ALPHA,S_INTLANGUAGE,LNGE_ISO,Q260,Q262,X003R2,Q272,Q273,Q274,Q275,Q275R,Q281,Q284,Q287,Q288R,Q289,Q290,full_promt
4555,2018,458,MYS,2810,ms,2,29,1,2870,6,0,2,1,4,2,3,1,0,458012,这是2018年。 你的年龄是 29. 你是一个女人。 你住在马来西亚。 您达到的最高教育水平是初中教育。 你的收入水平较低。您的职业类别是销售（例如：销售经理、店主、店员、保险代理人、采购员）。您工作的就业领域是私营企业或工业。你将自己归类为中下阶层。您的当前婚姻状况是单身。您有多少个孩子 0. 您不属于任何宗教派别。nan你在家说马来语。
4556,2020,716,ZWE,3830,sn,1,39,2,3830,1,3,3,2,0,-3,5,1,1,716006,Iri i 2020. Zera rako ndiro ripi? 39. Iwe murume. Unogara muZimbabwe. Chikamu chepamusoro chedzidzo chawakapedza chiri chepamusoro chepuraimari. Une mari shoma yaunowana.Hauna kumbobvira wawana basa.Haugone kutaura chero chinhu nezve chikamu chako chebasa kana kuti hauna kumbobvira wawana basa.Unozviongorora semunhu ari muboka revapfuuri.Chimiro chako chewanano parizvino chakaroora/chakaroorwa.Huwandu hwevana vaunavo 3. Chitendero chako iRoman Catholic.nanUnotaura mutauro wechiShona kumba.
4557,2018,586,PAK,4420,ur,2,58,3,3540,1,5,0,1,0,-3,2,1,5,586001,یہ 2018 ہے۔ آپ کی عمر ہے 58. آپ ایک عورت ہیں۔ آپ پاکستان میں رہتے ہیں۔ آپ کی حاصل کردہ تعلیم کی سب سے اعلیٰ سطح ابتدائی بچپن کی تعلیم ہے / کوئی تعلیم نہیں۔ آپ کی آمدنی کی سطح کم ہے۔آپ کے پاس کبھی نوکری نہیں تھی۔آپ اپنے شعبہ ملازمت کے بارے میں کچھ نہیں کہہ سکتے یا آپ کے پاس کبھی ملازمت نہیں تھی۔آپ اپنے آپ کو اعلیٰ متوسط طبقے سے تعلق رکھنے والا سمجھتے ہیں۔آپ کی موجودہ ازدواجی حیثیت شادی شدہ ہے۔آپ کے بچوں کی تعداد 5. آپ کا مذہبی فرقہ مسلمان ہے۔nanآپ گھر میں اردو زبان بولتے ہیں۔
4558,2021,462,MDV,1105,dv,1,66,3,1105,1,3,0,1,-5,-5,4,2,5,462003,.  .  66. .  .  .  . . . . . .  3. . . . 
4559,2018,344,HKG,790,zh,2,43,2,790,1,3,3,2,0,-3,3,2,0,344001,这是2018年。 您的年龄是 43. 你是一个女人。 你住在香港。 您达到的最高教育水平是高中教育。 您的收入水平属于中等。你从来没有工作过。你不能透露任何关于你工作领域的信息，或者你从未有过工作。您将自己归类为中下阶层。您的当前婚姻状况是已婚。您有多少个孩子 3. 您不属于任何宗教教派。nan你在家说粤语。
4560,2018,422,LBN,170,ar,1,27,1,170,6,0,6,3,4,2,2,2,5,-4,إنه عام 2018. عمرك هو 27. أنت رجل. أنت تعيش في لبنان. أعلى مستوى تعليمي حققته هو البكالوريوس أو ما يعادله. لديك مستوى دخل متوسط.مجموعة مهنتك هي المبيعات (على سبيل المثال: مدير مبيعات، صاحب متجر، مساعد متجر، وكيل تأمين، مشتري).قطاع العمل الذي تعمل فيه هو الأعمال أو الصناعة الخاصة.تصنف نفسك على أنك تنتمي إلى الطبقة الوسطى العليا.وضعك الاجتماعي الحالي هو أعزب.عدد الأطفال لديك 0. الديانة التي تنتمي إليها هي الإسلام.Noneأنت تتحدث اللغة العربية في المنزل.
4561,2018,218,ECU,1270,es,2,18,1,1270,6,0,4,2,0,-3,3,3,2,218012,Es 2018. Tu edad es 18. Eres una mujer. Vives en Ecuador. El nivel más alto de educación que has alcanzado es educación postsecundaria no terciaria. Tienes un alto nivel de ingresos.Nunca tuviste un trabajo.No puedes decir nada sobre tu sector de empleo o nunca has tenido un trabajo.Te clasificas como perteneciente a la clase media baja.Su estado civil actual es soltero.El número de hijos que tienes 0. Tu denominación religiosa es protestante.nanHablas español en casa.
4562,2022,528,NLD,1190,nl,1,60,3,1190,1,2,4,2,4,2,4,2,0,528001,"Het is 2022. Uw leeftijd is 60. Jij bent een man. Je woont in Nederland. Het hoogste opleidingsniveau dat u heeft behaald, is postsecundair niet-tertiair onderwijs. Je hebt een gemiddeld inkomensniveau.Uw beroepsgroep is verkoop (bijvoorbeeld: verkoopsmanager, winkelier, winkelbediende, verzekeringsagent, inkoper).Sector van tewerkstelling waarin u werkt is privébedrijf of industrie.Je classificeert jezelf als behorend tot de arbeidersklasse.Uw huidige burgerlijke staat is gehuwd.Het aantal kinderen dat je hebt 2. Je behoort tot geen enkele religieuze denominatie.nan. "
4563,2022,703,SVK,3890,sk,2,58,3,3890,4,1,6,3,4,2,3,3,0,703005,"Je rok 2022. Váš vek je 58. Si žena. Žijete na Slovensku. Najvyššia úroveň vzdelania, ktorú ste dosiahli, je bakalár alebo ekvivalent. Máte vysokú úroveň príjmu.Vaša pracovná skupina je predaj (napríklad: obchodný manažér, majiteľ obchodu, predavač, poisťovací agent, nákupca).Sektor zamestnania, v ktorom pracujete, je súkromný podnik alebo priemysel.Klasifikujete sa ako patriaci k nižšej strednej triede.Váš súčasný rodinný stav je odlúčený.Počet detí, ktoré máte 1. Neprislúchate k žiadnej náboženskej denominácii.nanHovoríte doma po slovensky."
4564,2020,124,CAN,1240,en,1,71,3,1240,1,1,4,2,2,3,2,3,2,124001,"It is 2020. Your age is 71. You are a man. You live in Canada. The highest level of education you have achieved is post-secondary non-tertiary education You have a high income level.Your occupational group is higher administrative (for example: banker, executive in big business, high government official, union official).Sector of employment you work in is private non-profit organization.You classify yourself as belonging to upper middle class.Your current marital status is married.The number of children you have 1. Your religious denomination is Protestant.Your racial belonging/ethnic group is Caucasian (White).You speak English language at home."
4565,2017,688,SRB,3780,sr,1,58,3,3780,1,2,6,3,5,2,3,2,3,688001,"To je 2017. godina. Vaše godine su 58. Ti si muškarac. Živiš u Srbiji. Najviši nivo obrazovanja koji ste postigli je diploma osnovnih studija ili ekvivalent. Imate srednji nivo prihoda.Vaša profesionalna grupa je uslužna delatnost (na primer: vlasnik restorana, policajac, konobarica, frizer, negovatelj).Sektor zapošljavanja u kojem radite je privatni biznis ili industrija.Vi se svrstavate u nižu srednju klasu.Vaš trenutni bračni status je u braku.Broj dece koju imate 2. Vaša verska denominacija je pravoslavna (ruska, grčka ili druga).nanGovoriš srpski jezik kod kuće."
4566,2020,104,MMR,740,my,2,27,1,740,1,2,3,2,8,2,2,3,7,104001,ဒါ ၂၀၂၀ ခုနှစ်ပါ။ သင့်အသက်မှာ 27. သင်သည် အမျိုးသမီးတစ်ဦး ဖြစ်သည်။ သင်မြန်မာနိုင်ငံတွင်နေထိုင်ပါသည်။ သင်ရရှိထားသော ပညာရေးအဆင့်အမြင့်ဆုံးမှာ အထက်တန်းပညာရေး ဖြစ်သည်။ သင်၏ဝင်ငွေအဆင့်မှာ မြင့်မားပါသည်။သင့်အလုပ်အကိုင်အုပ်စုမှာ ကျွမ်းကျင်မှုမရှိသော အလုပ်သမား (ဥပမာ - အလုပ်သမား၊ လုပ်သား၊ ကျွမ်းကျင်မှုမရှိသော စက်ရုံအလုပ်သမား၊ သန့်ရှင်းရေးသမား) ဖြစ်ပါသည်။သင့်အလုပ်လုပ်ကိုင်သော အလုပ်အကိုင်ကဏ္ဍမှာ ပုဂ္ဂလိကလုပ်ငန်း သို့မဟုတ် စက်မှုလုပ်ငန်းဖြစ်သည်။သင်သည် ကိုယ်ကို အလယ်အလတ်အထက် အတန်းဝင်ဟု သတ်မှတ်ပါသည်။သင့်လက်ရှိအိမ်ထောင်ရေးအခြေအနေမှာ အိမ်ထောင်ရှိသည် ဖြစ်ပါသည်။သင့်မှာရှိတဲ့ကလေးအရေအတွက် 2. သင့်ဘာသာရေးအယူဝါဒမှာ ဗုဒ္ဓဘာသာဖြစ်ပါသည်။nanသင်သည်အိမ်တွင်မြန်မာဘာသာစကားပြောဆိုပါ။
4567,2018,156,CHN,2870,zh,1,31,2,9060,6,0,2,1,6,-5,4,2,0,156001,这是2018年。 您的年龄是 31. 你是一个男人。 你住在中国。 您达到的最高教育水平是初中教育。 您的收入水平属于中等。您的职业类别是技术工人（例如：领班、汽车修理工、印刷工、裁缝、工模具制造工、电工）。nan您将自己归类为工人阶级。您的当前婚姻状况是单身。您有多少个孩子 0. 您不属于任何宗教教派。nan你在家说普通话。
4568,2018,586,PAK,4420,ur,1,32,2,3540,1,0,7,3,3,2,2,2,5,586001,یہ 2018 ہے۔ آپ کی عمر ہے 32. آپ ایک آدمی ہیں۔ آپ پاکستان میں رہتے ہیں۔ آپ کی حاصل کردہ تعلیم کی سب سے اعلیٰ سطح ماسٹر یا اس کے مساوی ہے۔ آپ کی آمدنی کی سطح درمیانی ہے۔آپ کا پیشہ ور گروپ دفتری ہے (مثال کے طور پر: سیکرٹری، کلرک، دفتر کے منتظم، سرکاری ملازم، محاسب)۔آپ جس شعبے میں کام کرتے ہیں وہ نجی کاروبار یا صنعت ہے۔آپ اپنے آپ کو اعلیٰ متوسط طبقے سے تعلق رکھنے والا سمجھتے ہیں۔آپ کی موجودہ ازدواجی حیثیت شادی شدہ ہے۔آپ کے بچوں کی تعداد 0. آپ کا مذہبی فرقہ مسلمان ہے۔nanآپ گھر میں اردو زبان بولتے ہیں۔
4569,2020,762,TJK,4160,tg,1,49,2,4160,1,2,2,1,7,3,4,2,5,762001,"Ин соли 2020 аст. Сину соли шумо чанд аст? 49. Шумо мард ҳастед. Шумо дар Тоҷикистон зиндагӣ мекунед. Сатҳи баландтарини таҳсилоте, ки шумо ба даст овардаед, таҳсилоти миёнаи поёнӣ мебошад. Шумо сатҳи миёнаи даромад доред.Гурӯҳи касбии шумо коргари нимҳунарманд аст (масалан: хиштчин, ронандаи автобус, коргари консервхона, дуредгар, коргари металлҳои варақӣ, нонпаз).Сектори шуғли шумо дар ташкилоти хусусии ғайритиҷоратӣ мебошад.Шумо худро ба табақаи коргарон мансуб мешуморед.Вазъи ҳозираи оилавии шумо оиладор аст.Шумораи фарзандоне, ки шумо доред 2. Мазҳаби динии шумо мусалмон аст.nanШумо дар хона бо забони тоҷикӣ гап мезанед."
4570,2020,364,IRN,3490,fa,2,27,1,3490,1,1,6,3,0,-3,3,1,5,364001,سال ۲۰۲۰ است. سن شما چند است؟ 27. شما یک زن هستید. شما در ایران زندگی می‌کنید. بالاترین سطح تحصیلاتی که به دست آورده‌اید، لیسانس یا معادل آن است. شما درآمد پایینی دارید.شما هرگز شغلی نداشتید.شما نمی‌توانید درباره بخش شغلی خود چیزی بگویید یا هرگز شغلی نداشته‌اید.شما خود را به عنوان طبقه متوسط پایین طبقه‌بندی می‌کنید.وضعیت تأهل کنونی شما متأهل است.تعداد فرزندان شما چند نفر است؟ 1. فرقه مذهبی شما مسلمان است.nanشما در خانه به زبان فارسی صحبت می‌کنید.
4571,2017,688,SRB,3780,sr,2,70,3,3780,1,1,4,2,-2,-2,3,2,3,688001,"To je 2017. godina. Vaše godine su 70. Ti si žena. Živiš u Srbiji. Najviši nivo obrazovanja koji ste postigli je postsekundarno netercijarno obrazovanje. Imate srednji nivo prihoda.nannanVi se svrstavate u nižu srednju klasu.Vaš trenutni bračni status je u braku.Broj dece koju imate 1. Vaša verska denominacija je pravoslavna (ruska, grčka ili druga).nanGovoriš srpski jezik kod kuće."
4572,2017,643,RUS,3630,ru,2,55,3,3630,5,1,5,3,5,1,4,1,3,643001,"Сейчас 2017 год. Ваш возраст - 55. Вы женщина. Вы живёте в Российской Федерации. Наивысший уровень образования, который вы достигли, - это короткий цикл высшего образования. У вас низкий уровень дохода.Ваша профессиональная группа - сфера услуг (например: владелец ресторана, полицейский, официантка, парикмахер, смотритель).Сектор занятости, в котором вы работаете, - это государственное или общественное учреждение.Вы относите себя к рабочему классу.Ваше текущее семейное положение - вдовец/вдова.Количество ваших детей 1. Ваше религиозное вероисповедание — православное (русское, греческое или другое).nanВы говорите на русском языке дома."
4573,2018,360,IDN,1890,id,1,42,2,2030,1,2,1,1,10,2,2,2,5,360004,Ini tahun 2018. Usia Anda adalah 42. Anda adalah seorang pria. Anda tinggal di Indonesia. Tingkat pendidikan tertinggi yang telah Anda capai adalah pendidikan dasar. Anda memiliki tingkat pendapatan menengah.Kelompok pekerjaan Anda adalah pemilik atau pengelola pertanian.Sektor pekerjaan Anda adalah bisnis atau industri swasta.Anda mengklasifikasikan diri Anda sebagai bagian dari kelas menengah atas.Status pernikahan Anda saat ini adalah menikah.Jumlah anak yang Anda miliki 2. Denominasi agama Anda adalah Muslim.nanAnda berbicara bahasa Indonesia di rumah.
4574,2021,404,KEN,1240,en,2,30,2,4075,1,4,4,2,4,2,3,2,2,404004,"It is 2021. Your age is 30. You are a woman. You live in Kenya. The highest level of education you have achieved is post-secondary non-tertiary education You have a medium income level.Your occupational group is sales (for example: sales manager, shop owner, shop assistant, insurance agent, buyer).Sector of employment you work in is private business or industry.You classify yourself as belonging to lower middle class.Your current marital status is married.The number of children you have 4. Your religious denomination is Protestant.Your racial belonging/ethnic group is Kisii.You speak English language at home."
4575,2018,50,BGD,490,bn,2,60,3,490,1,1,0,1,0,-3,3,2,5,50006,এটি ২০১৮ সাল। আপনার বয়স হল 60. তুমি একজন নারী। আপনি বাংলাদেশে থাকেন। আপনি যে সর্বোচ্চ স্তরের শিক্ষা অর্জন করেছেন তা হল প্রাথমিক শৈশব শিক্ষা / কোনো শিক্ষা নয়। আপনার আয়ের স্তর মধ্যম।তোমার কখনো কোনো চাকরি ছিল না।আপনি আপনার কর্মসংস্থানের ক্ষেত্র সম্পর্কে কিছু বলতে পারবেন না অথবা আপনার কখনও কোনো চাকরি ছিল না।আপনি নিজেকে নিম্ন মধ্যবিত্ত শ্রেণীর অন্তর্ভুক্ত হিসেবে শ্রেণীবদ্ধ করেন।আপনার বর্তমান বৈবাহিক অবস্থা বিবাহিত।আপনার কতজন সন্তান আছে 1. আপনার ধর্মীয় সম্প্রদায় মুসলিম।আপনার জাতিগত অন্তর্ভুক্তি/জাতিগত গোষ্ঠী হল বাঙালি।আপনি বাড়িতে বাংলা ভাষায় কথা বলেন।
4576,2019,392,JPN,2020,ja,1,53,3,2020,1,2,3,2,7,2,4,2,7,-4,それは2019年です。 あなたの年齢は 53. あなたは男性です。 あなたは日本に住んでいます。 あなたが達成した最高の教育レベルは高等学校教育です。 あなたの収入は中程度です。あなたの職業グループは半熟練労働者です（例：レンガ職人、バス運転手、缶詰工場労働者、大工、板金工、パン職人）。あなたが働いている雇用分野は民間企業または産業です。あなたは自分を労働者階級に属すると分類しています。あなたの現在の婚姻状況は既婚です。あなたの子供の数 2. あなたの宗教は仏教です。Noneあなたは家で日本語を話します。
4577,2020,554,NZL,1240,en,1,25,1,1240,6,0,6,3,7,2,-1,3,8,-4,"It is 2020. Your age is 25. You are a man. You live in New Zealand. The highest level of education you have achieved is bachelor or equivalent You have a high income level.Your occupational group is semi-skilled worker (for example: bricklayer, bus driver, cannery worker, carpenter, sheet metal worker, baker).Sector of employment you work in is private business or industry.nanYour current marital status is single.The number of children you have 0. Your religious denomination is other Christian (Evangelical, Pentecostal, Fee church or other).NoneYou speak English language at home."
4578,2020,124,CAN,1400,fr,2,65,3,1400,1,0,4,2,3,2,3,2,0,124001,"C'est 2020. Votre âge est 65. Vous êtes une femme. Vous vivez au Canada. Le niveau d'éducation le plus élevé que vous avez atteint est l'enseignement postsecondaire non tertiaire. Vous avez un revenu moyen.Votre groupe professionnel est administratif (par exemple : secrétaire, employé de bureau, gestionnaire de bureau, fonctionnaire, comptable).Secteur d'emploi dans lequel vous travaillez est le commerce ou l'industrie privée.Vous vous classez comme appartenant à la classe moyenne inférieure.Votre statut matrimonial actuel est marié.Le nombre d'enfants que vous avez 0. Vous n'appartenez à aucune confession religieuse.nanVous parlez français à la maison."
4579,2017,300,GRC,1580,el,2,57,3,1580,3,2,1,1,8,2,5,1,3,300001,"Είναι το 2017. Η ηλικία σου είναι 57. Είσαι γυναίκα. Ζεις στην Ελλάδα. Το υψηλότερο επίπεδο εκπαίδευσης που έχετε επιτύχει είναι η πρωτοβάθμια εκπαίδευση. Έχετε χαμηλό επίπεδο εισοδήματος.Η επαγγελματική σας ομάδα είναι ανειδίκευτος εργάτης (για παράδειγμα: εργάτης, αχθοφόρος, ανειδίκευτος εργάτης εργοστασίου, καθαριστής).Ο τομέας απασχόλησής σας είναι η ιδιωτική επιχείρηση ή η βιομηχανία.Κατατάσσετε τον εαυτό σας ως ανήκοντα στην κατώτερη τάξη.Η τρέχουσα οικογενειακή σας κατάσταση είναι διαζευγμένος/διαζευγμένη.Ο αριθμός των παιδιών που έχετε 2. Η θρησκευτική σας ομολογία είναι Ορθόδοξη (Ρωσική, Ελληνική ή άλλη).nanΜιλάτε τη σύγχρονη ελληνική γλώσσα στο σπίτι."
4580,2018,566,NGA,1240,en,1,25,1,9000,6,0,3,2,0,-3,5,1,2,566999,It is 2018. Your age is 25. You are a man. You live in Nigeria. The highest level of education you have achieved is upper secondary education You have a low income level.You never had a job.You cannot say anything about your sector of employment or you never had a job.You classify yourself as belonging to lower class.Your current marital status is single.The number of children you have 0. Your religious denomination is Protestant.Your racial belonging/ethnic group is Others.You speak English language at home.
4581,2020,702,SGP,2870,zh,2,57,3,2870,1,1,3,2,8,2,3,2,7,702004,这是2020年。 您的年龄是 57. 你是一个女人。 你住在新加坡。 您达到的最高教育水平是高中教育。 您的收入水平属于中等。您的职业类别是非技术工人（例如：劳动者、搬运工、非技术工厂工人、清洁工）。您工作的就业领域是私营企业或工业。您将自己归类为中下阶层。您的当前婚姻状况是已婚。您有多少个孩子 1. 您的宗教信仰是佛教。nan你在家说普通话。
4582,2018,152,CHL,1270,es,2,43,2,1270,1,2,3,2,8,2,5,1,9,152001,"Es 2018. Tu edad es 43. Eres una mujer. Vives en Chile. El nivel más alto de educación que has alcanzado es la educación secundaria superior. Tienes un nivel de ingresos bajo.Tu grupo ocupacional es trabajador no cualificado (por ejemplo: peón, mozo, trabajador no cualificado de fábrica, limpiador).El sector de empleo en el que trabajas es el negocio o la industria privada.Te clasificas como perteneciente a la clase baja.Su estado civil actual es casado.El número de hijos que tienes 2. nannanHablas español en casa."
4583,2018,422,LBN,170,ar,1,45,2,170,1,0,6,3,6,2,3,2,1,-4,إنه عام 2018. عمرك هو 45. أنت رجل. أنت تعيش في لبنان. أعلى مستوى تعليمي حققته هو البكالوريوس أو ما يعادله. لديك مستوى دخل متوسط.مجموعة مهنتك هي عامل ماهر (على سبيل المثال: مشرف، ميكانيكي سيارات، طابع، خياطة، صانع أدوات وقوالب، كهربائي).قطاع العمل الذي تعمل فيه هو الأعمال أو الصناعة الخاصة.تصنف نفسك على أنك تنتمي إلى الطبقة الوسطى الدنيا.وضعك الاجتماعي الحالي هو متزوج.عدد الأطفال لديك 0. الطائفة الدينية الخاصة بك هي الروم الكاثوليك.Noneأنت تتحدث اللغة العربية في المنزل.
4584,2018,604,PER,1270,es,2,46,2,1270,1,2,2,1,4,2,4,1,1,604013,"Es 2018. Tu edad es 46. Eres una mujer. Vives en Perú. El nivel más alto de educación que has alcanzado es la educación secundaria inferior. Tienes un nivel de ingresos bajo.Tu grupo ocupacional es ventas (por ejemplo: gerente de ventas, propietario de tienda, asistente de tienda, agente de seguros, comprador).El sector de empleo en el que trabajas es el negocio o la industria privada.Te clasificas como perteneciente a la clase trabajadora.Su estado civil actual es casado.El número de hijos que tienes 2. Tu denominación religiosa es católica romana.nanHablas español en casa."
4585,2018,792,TUR,4370,tr,2,43,2,-4,1,2,1,1,0,2,2,1,5,-5,2018 yılı. Yaşınız 43. Bir kadınsın. Türkiye'de yaşıyorsun. Elde ettiğiniz en yüksek eğitim seviyesi ilköğretimdir. Gelir seviyeniz düşük.Hiç işin olmadı.Çalıştığınız istihdam sektörü özel iş veya sanayidir.Kendinizi üst orta sınıfa ait olarak sınıflandırıyorsunuz.Mevcut medeni durumunuz evli.Sahip olduğunuz çocuk sayısı 2. Dini mezhebiniz Müslümandır.NoneEvde Türkçe konuşuyorsunuz.
4586,2018,76,BRA,3530,pt,1,22,1,3530,1,0,2,1,5,2,5,1,2,76001,"É 2018. Sua idade é 22. Você é um homem. Você mora no Brasil. O nível mais alto de educação que você alcançou é o ensino secundário inferior. Você tem um nível de renda baixo.Seu grupo ocupacional é de serviços (por exemplo: proprietário de restaurante, policial, garçonete, barbeiro, cuidador).Setor de emprego em que você trabalha é negócios ou indústria privada.Você se classifica como pertencente à classe baixa.Seu estado civil atual é casado.O número de filhos que você tem 0. Sua denominação religiosa é protestante.nanVocê fala português em casa."
4587,2020,702,SGP,1240,en,1,47,2,2870,1,2,5,3,6,2,4,2,7,702004,"It is 2020. Your age is 47. You are a man. You live in Singapore. The highest level of education you have achieved is short-cycle tertiary education You have a medium income level.Your occupational group is skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician).Sector of employment you work in is private business or industry.You classify yourself as belonging to working class.Your current marital status is married.The number of children you have 2. Your religious denomination is Buddhist.Your racial belonging/ethnic group is Chinese.You speak English language at home."
4588,2017,68,BOL,1270,es,2,35,2,1270,1,5,1,1,0,-3,3,1,8,68002,"Es 2017. Tu edad es 35. Eres una mujer. Vives en Bolivia. El nivel más alto de educación que has alcanzado es la educación primaria. Tienes un nivel de ingresos bajo.Nunca tuviste un trabajo.No puedes decir nada sobre tu sector de empleo o nunca has tenido un trabajo.Te clasificas como perteneciente a la clase media baja.Su estado civil actual es casado.El número de hijos que tienes 5. Tu denominación religiosa es otra cristiana (evangélica, pentecostal, iglesia libre u otra).nanHablas español en casa."
4589,2022,203,CZE,1040,cs,2,51,3,1040,2,2,5,3,1,1,3,2,0,203003,"Je rok 2022. Váš věk je 51. Jsi žena. Žijete v Česku. Nejvyšší úroveň vzdělání, které jste dosáhli, je krátký cyklus terciárního vzdělávání. Máte střední úroveň příjmu.Vaše profesní skupina je odborná a technická (například: lékař, učitel, inženýr, umělec, účetní, zdravotní sestra).Sektor zaměstnání, ve kterém pracujete, je vláda nebo veřejná instituce.Klasifikujete se jako příslušník nižší střední třídy.Váš současný rodinný stav je žijící společně jako manželé.Počet dětí, které máte 2. Nejste příslušníkem žádné náboženské denominace.. Mluvíte doma česky."
4590,2017,688,SRB,3780,sr,1,28,1,3780,1,1,8,3,1,2,2,2,3,688001,"To je 2017. godina. Vaše godine su 28. Ti si muškarac. Živiš u Srbiji. Najviši nivo obrazovanja koji ste postigli je doktorski ili ekvivalentan. Imate srednji nivo prihoda.Vaša profesionalna grupa je profesionalna i tehnička (na primer: lekar, učitelj, inženjer, umetnik, računovođa, medicinska sestra).Sektor zapošljavanja u kojem radite je privatni biznis ili industrija.Smatrate sebe pripadnikom više srednje klase.Vaš trenutni bračni status je u braku.Broj dece koju imate 1. Vaša verska denominacija je pravoslavna (ruska, grčka ili druga).nanGovoriš srpski jezik kod kuće."
4591,2018,484,MEX,1270,es,1,47,2,1270,3,1,6,3,6,2,2,2,1,484002,"Es 2018. Tu edad es 47. Eres un hombre. Vives en México. El nivel más alto de educación que ha alcanzado es licenciatura o equivalente. Tienes un nivel de ingresos medio.Tu grupo ocupacional es trabajador cualificado (por ejemplo: capataz, mecánico de motores, impresor, costurera, matricero, electricista).El sector de empleo en el que trabajas es el negocio o la industria privada.Te clasificas como perteneciente a la clase media alta.Su estado civil actual es divorciado.El número de hijos que tienes 1. Tu denominación religiosa es católica romana.nanHablas español en casa."
4592,2018,604,PER,1270,es,2,58,3,1270,1,4,3,2,4,-1,3,-1,2,604013,"Es 2018. Tu edad es 58. Eres una mujer. Vives en Perú. El nivel más alto de educación que has alcanzado es la educación secundaria superior. nanTu grupo ocupacional es ventas (por ejemplo: gerente de ventas, propietario de tienda, asistente de tienda, agente de seguros, comprador).nanTe clasificas como perteneciente a la clase media baja.Su estado civil actual es casado.El número de hijos que tienes 4. Tu denominación religiosa es protestante.nanHablas español en casa."
4593,2023,356,IND,1740,hi,2,40,2,1740,1,3,3,2,9,2,4,1,6,356017,"यह 2023 है। आपकी उम्र है 40. आप एक महिला हैं। आप भारत में रहते हैं। आपकी प्राप्त की गई उच्चतम शिक्षा स्तर उच्च माध्यमिक शिक्षा है। आपकी आय का स्तर कम है।आपका व्यवसायिक समूह कृषि श्रमिक है (उदाहरण के लिए: खेत मजदूर, ट्रैक्टर चालक)।आप जिस रोजगार क्षेत्र में काम करते हैं वह निजी व्यवसाय या उद्योग है।आप स्वयं को श्रमिक वर्ग का मानते हैं।आपकी वर्तमान वैवाहिक स्थिति विवाहित है।आपके बच्चों की संख्या 3. आपका धार्मिक संप्रदाय हिंदू है।nanआप घर पर हिंदी भाषा बोलते हैं।"
4594,2018,20,AND,810,ca,2,31,2,1270,6,0,3,2,5,2,3,2,0,20001,"És 2018. La teua edat és 31. Ets una dona. Vius a Andorra. El nivell més alt d'educació que has assolit és l'educació secundària superior. Tens un nivell d'ingressos mitjà.El teu grup ocupacional és de serveis (per exemple: propietari de restaurant, agent de policia, cambrera, barber, cuidador).El sector d'ocupació en què treballes és el negoci privat o la indústria.Et classifiques com a pertanyent a la classe mitjana baixa.El teu estat civil actual és solter.El nombre de fills que tens 0. No pertanys a cap denominació religiosa.La teua pertinença racial/grup ètnic és caucàsic blanc.Parles valencià a casa."
4595,2018,152,CHL,1270,es,2,54,3,1270,1,2,3,2,4,2,4,1,0,152001,"Es 2018. Tu edad es 54. Eres una mujer. Vives en Chile. El nivel más alto de educación que has alcanzado es la educación secundaria superior. Tienes un nivel de ingresos bajo.Tu grupo ocupacional es ventas (por ejemplo: gerente de ventas, propietario de tienda, asistente de tienda, agente de seguros, comprador).El sector de empleo en el que trabajas es el negocio o la industria privada.Te clasificas como perteneciente a la clase trabajadora.Su estado civil actual es casado.El número de hijos que tienes 2. No perteneces a ninguna denominación religiosa.nanHablas español en casa."
4596,2018,792,TUR,4370,tr,2,55,3,-4,1,2,2,1,0,-3,4,2,5,-5,"2018 yılı. Yaşınız 55. Bir kadınsın. Türkiye'de yaşıyorsun. Elde ettiğiniz en yüksek eğitim seviyesi ortaokul eğitimidir. Orta gelir seviyesine sahipsiniz.Hiç işin olmadı.Çalışma sektörünüz hakkında bir şey söyleyemezsiniz ya da hiç işiniz olmadı.""Kendinizi işçi sınıfına ait olarak sınıflandırıyorsunuz.""Mevcut medeni durumunuz evli.Sahip olduğunuz çocuk sayısı 2. Dini mezhebiniz Müslümandır.NoneEvde Türkçe konuşuyorsunuz."
4597,2020,554,NZL,1240,en,1,62,3,1240,1,3,5,3,4,2,-5,3,-5,-4,"It is 2020. Your age is 62. You are a man. You live in New Zealand. The highest level of education you have achieved is short-cycle tertiary education You have a high income level.Your occupational group is sales (for example: sales manager, shop owner, shop assistant, insurance agent, buyer).Sector of employment you work in is private business or industry.nanYour current marital status is married.The number of children you have 3. nanNoneYou speak English language at home."
4598,2017,840,USA,1240,en,1,39,2,1240,6,0,6,3,-3,2,3,1,0,840001,"It is 2017. Your age is 39. You are a man. You live in United States. The highest level of education you have achieved is bachelor or equivalent You have a low income level.nanSector of employment you work in is private business or industry.You classify yourself as belonging to lower middle class.Your current marital status is single.The number of children you have 0. You do not belong to any religious denomination.Your racial belonging/ethnic group is White, non-Hispanic.You speak English language at home."
4599,2019,158,TWN,2870,zh,2,39,2,2870,3,1,5,3,3,2,3,2,9,158002,这是2019年。 您的年龄是 39. 你是一个女人。 你住在台湾。 您所达到的最高教育水平是短周期高等教育。 您的收入水平属于中等。您的职业类别是文职（例如：秘书、职员、办公室经理、公务员、簿记员）。您工作的就业领域是私营企业或工业。您将自己归类为中下阶层。您的当前婚姻状况是离婚。您有多少个孩子 1. nannan你在家说普通话。
