country,country_num,lang,INSTR_1,Q29,Q30,Q31,INSTR_2,Q33,INSTR_3,Q182,Q183,Q184,Q185,Q186,Q189,Q193
CAN,124,en,"For each of the following statements, indicate how strongly you agree or disagree with each of them using this scale: 
1 - Agree strongly
2 - Agree
3 - Disagree
4 - Disagree strongly

","On the whole, men make better political leaders than women do",A university education is more important for a boy than for a girl,"On the whole, men make better business executives than women do","Indicate how you feel about the following statement, indicate how strongly you agree or disagree using this scale: 
1 - Agree strongly
2 - Agree
3 - Neither agree nor disagree 
4 - Disagree
5 - Disagree strongly


","When jobs are scarce, men should have more rights to a job than women","Please answer about each of the following actions, whether you think it can always be justified, can never be justified, or something in between using this scale:
Rating 1 means never justifiable, rating 10 means always justifiable. Ratings from 1 to 5 mean that you think the following statement is rather unjustifiable. Ratings from 6 to 10 mean that you think the following statement is rather justifiable. You would rate the action with a 5 or 6 points mark if you do not think the action is exactly justifiable or unjustifiable.
",Homosexuality,Prostitution,Abortion,Divorce,Sex before marriage,For a man to beat his wife,Having casual sex
COL,170,es,"Para cada una de las siguientes afirmaciones, indique qué tan de acuerdo o en desacuerdo está con cada una de ellas utilizando esta escala: 
1-Muy de acuerdo
2-De acuerdo
3-En desacuerdo
4-Muy en desacuer do

","En general, los hombres son mejores líderes políticos que las mujeres",Una educación universitaria es más importante para un hombre que para una mujer,"En general, los hombres son mejores ejecutivos de empresas que las mujeres","Indique cómo se siente acerca de la siguiente declaración, indique qué tan de acuerdo o en desacuerdo está usando esta escala: 
1-Estoy totalmente de acuerdo
2-De acuerdo
3-Ni de acuerdo ni en desacuerdo 
4-En desacuerdo
5-Fuertemente en desacuerdo

","Cuando los puestos de trabajo escasean, los hombres deberían tener más derecho que las mujeres a un puesto de trabajo","Responda sobre cada una de las siguientes acciones, ya sea que crea que siempre se puede justificar, que nunca se puede justificar o algo intermedio al usar esta escala:
Calificar 1 significa nunca justificable, calificar 10 significa siempre justificable.  Las calificaciones del 1 al 5 significan que crees que la siguiente afirmación es bastante injustificable. Las calificaciones del 6 al 10 significan que crees que la siguiente afirmación es bastante justificable. Calificaría la acción con una puntuación de 5 o 6 puntos si no cree que la acción sea exactamente justificable o injustificable.",La homosexualidad,La prostitución,El aborto,El divorcio,Relaciones sexuales antes del matrimonio,Que un hombre maltrate a su esposa,Tener una relación sexual casual
CYP,196,el,"Για καθεμία από τις ακόλουθες δηλώσεις, υποδείξτε πόσο έντονα συμφωνείτε ή διαφωνείτε με καθεμία από αυτές χρησιμοποιώντας αυτήν την κλίμακα: 
1- Συμφωνώ Πολύ
2- Συμφωνώ
3- Διαφωνώ
4- Διαφωνώ πολύ

","Γενικά, οι άνδρες γίνονται καλύτεροι πολιτικοί ηγέτες απ’ ό,τι οι γυναίκες.","Η πανεπιστημιακή εκπαίδευση είναι πιο σημαντική για ένα αγόρι απ’ ό,τι για ένα κορίτσι.","Γενικά, οι άνδρες γίνονται καλύτερα στελέχη επιχειρήσεων απ’ ό,τι οι γυναίκες.","Υποδείξτε πώς αισθάνεστε για την ακόλουθη δήλωση, υποδείξτε πόσο έντονα συμφωνείτε ή διαφωνείτε χρησιμοποιώντας αυτήν την κλίμακα: 
1- Συμφωνώ Πολύ
2- Συμφωνώ
3- Ούτε συμφω- νώ-ούτε διαφωνώ
4- Διαφωνώ
5- Διαφωνώ πολύ


","Όταν οι δουλειές είναι λίγες, οι άνδρες θα πρέπει να έχουν προτεραιότητα σε μία δουλειά παρά οι γυναίκες.","Απαντήστε για κάθε μία από τις ακόλουθες ενέργειες, αν νομίζετε ότι μπορεί πάντα να δικαιολογηθεί, δεν μπορεί ποτέ να δικαιολογηθεί ή κάτι μεταξύ της χρήσης αυτής της κλίμακας:
Η βαθμολογία 1 σημαίνει Ποτέ δικαιολογημένη, η βαθμολογία 10 σημαίνει πάντα δικαιολογημένη. Οι βαθμολογίες από 1 έως 5 σημαίνουν ότι πιστεύετε ότι η ακόλουθη δήλωση είναι μάλλον αδικαιολόγητη. Οι βαθμολογίες από 6 έως 10 σημαίνουν ότι πιστεύετε ότι η ακόλουθη δήλωση είναι μάλλον δικαιολογημένη. Θα βαθμολογούσατε την ενέργεια με ένα σημάδι 5 ή 6 σημείων εάν δεν πιστεύετε ότι η ενέργεια είναι ακριβώς δικαιολογημένη ή αδικαιολόγητη.",Ομοφυλοφιλία,Πορνεία,Έκτρωση,Διαζύγιο,Προγαμιαίο σεξ,Άνδρας να δέρνει την γυναίκα του,Να κάνεις σεξ φιλελεύθερα
CYP,196,tr,"Aşağıdaki ifadelerin her biri için, bu ölçeği kullanarak her birine ne kadar katıldığınızı veya katılmadığınızı belirtin: 
1 - Kesin Kabul Ederim
2 - Kabul Ederim
3 - Kabul Etmem
4 - Kesin Kabul Etmem
","Genelde, erkekler kadınlardan daha iyi siyasi lider oluyorlar.","Üniversite eğitimi, kız çocuktan çok erkek çocuk için önemlidir.","Genel olarak, erkekler kadınlardan daha iyi şirket yöneticisi oluyor","Aşağıdaki ifade hakkında ne hissettiğinizi belirtin, bu ölçeği kullanarak ne kadar katıldığınızı veya katılmadığınızı belirtin: 
1 - Kesinlikle Katılırım
2 - Katılırım
3 - Ne Katılırım Ne Katılmam
4 - Katılmam
5 - Kesinlikle Katılmam

","Ülkede, eğer insanlar iş bulamıyorsa, çalışmak kadınlardan çok erkeklerin hakkıdır.","Lütfen, her zaman haklı gösterilebileceğini, asla haklı gösterilemeyeceğini veya bu ölçeği kullanmak arasında bir şey olup olmadığını düşünüyorsanız, aşağıdaki eylemlerin her biri hakkında yanıt verin: 1. Derece asla haklı gösterilemez, 10. derece her zaman haklı gösterilebilir anlamına gelir. 1'den 5'e kadar olan derecelendirmeler, aşağıdaki ifadenin oldukça haksız olduğunu düşündüğünüz anlamına gelir. 6'dan 10'a kadar olan derecelendirmeler, aşağıdaki ifadenin oldukça haklı olduğunu düşündüğünüz anlamına gelir. Eylemin tam olarak haklı veya haksız olduğunu düşünmüyorsanız, eylemi 5 veya 6 puanlık bir işaretle değerlendirirsiniz.",Eşcinsellik,Fahişelik,Kürtaj,Boşanmak,Evlenmeden önce ilişkiye girmek,Erkeğin karısını dövmesi,Günlük aşk ilişkileri kurma
CZE,203,cs,"U každého z následujících tvrzení uveďte, jak silně souhlasíte nebo nesouhlasíte s každým z nich pomocí této stupnice: 
1- rozhodně souhlasím
2- souhlasím
3- nesouhlasím
4- rozhodně nesouhlasím

",Muži jsou povětšinou lepšími politickými lídry než ženy.,Vysokoškolské vzdělání je pro chlapce důležitější než pro dívky.,Muži jsou celkově lepšími manažery než ženy.,"Uveďte, co si myslíte o následujícím prohlášení, uveďte, jak silně souhlasíte nebo nesouhlasíte s použitím této stupnice: 
1- rozhodně souhlasím
2- souhlasím
3- ani souhlas, ani nesouhlas
4- nesouhlasím
5- rozhodně nesouhlasím


",Při nedostatku pracovních míst by měli mít muži větší právo na práci než ženy.,"Odpovězte prosím na každou z následujících akcí, ať už si myslíte, že to lze vždy ospravedlnit, nikdy nelze ospravedlnit, nebo něco mezi tím pomocí této stupnice: hodnocení 1 znamená Nikdy ospravedlnitelné, hodnocení 10 znamená vždy ospravedlnitelné. Hodnocení od 1 do 5 znamená, že si myslíte, že následující tvrzení je spíše neospravedlnitelné. Hodnocení od 6 do 10 znamená, že si myslíte, že následující tvrzení je spíše ospravedlnitelné. Akci byste ohodnotili značkou 5 nebo 6 bodů, pokud si nemyslíte, že je akce přesně ospravedlnitelná nebo neospravedlnitelná.",Homosexualita,Prostituce,Potrat,Rozvod,Sex před manželstvím,Když muž bije svou ženu.,Náhodný sex
CHL,152,es,"Para cada una de las siguientes afirmaciones, indique qué tan de acuerdo o en desacuerdo está con cada una de ellas utilizando esta escala: 
1-Muy de acuerdo
2-De acuerdo
3-En desacuerdo
4-Muy en desacuer do

","En general, los hombres son mejores líderes políticos que las mujeres",Una educación universitaria es más importante para un hombre que para una mujer,"En general, los hombres son mejores ejecutivos de empresas que las mujeres","Indique cómo se siente acerca de la siguiente declaración, indique qué tan de acuerdo o en desacuerdo está usando esta escala: 
1-Estoy totalmente de acuerdo
2-De acuerdo
3-Ni de acuerdo ni en desacuerdo 
4-En desacuerdo
5-Fuertemente en desacuerdo

","Cuando los puestos de trabajo escasean, los hombres deberían tener más derecho que las mujeres a un puesto de trabajo","Responda sobre cada una de las siguientes acciones, ya sea que crea que siempre se puede justificar, que nunca se puede justificar o algo intermedio al usar esta escala:
Calificar 1 significa nunca justificable, calificar 10 significa siempre justificable.  Las calificaciones del 1 al 5 significan que crees que la siguiente afirmación es bastante injustificable. Las calificaciones del 6 al 10 significan que crees que la siguiente afirmación es bastante justificable. Calificaría la acción con una puntuación de 5 o 6 puntos si no cree que la acción sea exactamente justificable o injustificable.",La homosexualidad,La prostitución,El aborto,El divorcio,Relaciones sexuales antes del matrimonio,Que un hombre maltrate a su esposa,Tener una relación sexual casual
CHN,156,zh,"对于以下每个陈述，请表明您使用此量表对每个陈述的同意或不同意程度: 
1-非常同意
2-同意
3-不同意
4-非常不同意

",总体来看，男性比女性更适合做政治领袖,与女孩相比，大学教育对男孩更重要,总的来说，男人比女人能成为更好的公司管理者,"表明您对以下陈述的感受，表明您同意或不同意使用此量表的程度: 
1-非常同意
2-同意
3-不知道
4-不同意
5-非常不同意


",当就业机会少时，男人应该比女人更有权力工作,"请回答以下每个动作，你是否认为它总是可以被证明是合理的，永远不能被证明是合理的，或者在使用这个量表之间的一些事情。
等级1意味着永远没有正当理由，等级10意味着永远没有正当理由。 评级从1到5意味着你认为下面的陈述是相当不合理的。 从6到10的评级意味着您认为以下陈述相当合理。 如果你不认为这个动作是完全合理或不合理的，你会给这个动作评分5或6分。",同性恋,卖淫,堕胎,离婚,婚前性行为,打老婆,随意的性行
ECU,218,es,"Para cada una de las siguientes afirmaciones, indique qué tan de acuerdo o en desacuerdo está con cada una de ellas utilizando esta escala: 
1-Muy de acuerdo
2-De acuerdo
3-En desacuerdo
4-Muy en desacuer do

","En general, los hombres son mejores líderes políticos que las mujeres",Una educación universitaria es más importante para un hombre que para una mujer,"En general, los hombres son mejores ejecutivos de empresas que las mujeres","Indique cómo se siente acerca de la siguiente declaración, indique qué tan de acuerdo o en desacuerdo está usando esta escala: 
1-Estoy totalmente de acuerdo
2-De acuerdo
3-Ni de acuerdo ni en desacuerdo 
4-En desacuerdo
5-Fuertemente en desacuerdo

","Cuando los puestos de trabajo escasean, los hombres deberían tener más derecho que las mujeres a un puesto de trabajo","Responda sobre cada una de las siguientes acciones, ya sea que crea que siempre se puede justificar, que nunca se puede justificar o algo intermedio al usar esta escala:
Calificar 1 significa nunca justificable, calificar 10 significa siempre justificable.  Las calificaciones del 1 al 5 significan que crees que la siguiente afirmación es bastante injustificable. Las calificaciones del 6 al 10 significan que crees que la siguiente afirmación es bastante justificable. Calificaría la acción con una puntuación de 5 o 6 puntos si no cree que la acción sea exactamente justificable o injustificable.",La homosexualidad,La prostitución,El aborto,El divorcio,Relaciones sexuales antes del matrimonio,Que un hombre maltrate a su esposa,Tener una relación sexual casual
EGY,818,ar,"لكل من العبارات التالية ، وضح مدى موافقتك أو عدم موافقتك 
كل واحد منهم يستخدم هذا المقياس: 
1 - أوافق بشدة
2 - توافق
3 - غير موافق
4 - لا أوافق بشدة","على العموم, الرجال يصنعون قادة سياسيين أفضل من النساء",التعليم الجامعي أكثر أهمية بالنسبة للصبي منه بالنسبة للفتاة,"على العموم, الرجال يصنعون مديرين تنفيذيين أفضل من النساء","وضح ما تشعر به حيال العبارة التالية ، وضح مدى موافقتك أو عدم موافقتك على استخدام هذا المقياس: 
1 - أوافق بشدة
2 - توافق
3 - لا توافق ولا لا توافق 
4 - لا أوافق
5 - لا أوافق بشدة

",عندما تكون الوظائف شحيحة ، يجب أن يتمتع الرجال بحقوق في الوظيفة أكثر من النساء,"يرجى الإجابة عن كل من الإجراءات التالية ، سواء كنت تعتقد أنه يمكن تبريره دائما ، أو لا يمكن تبريره أبدا ، أو شيء ما بين استخدام هذا المقياس.
تصنيف 1 يعني أبدا مبرر, تصنيف 10 يعني دائما له ما يبرره. التقييمات من 1 إلى 5 تعني أنك تعتقد أن العبارة التالية غير مبررة إلى حد ما. التقييمات من 6 إلى 10 تعني أنك تعتقد أن العبارة التالية مبررة إلى حد ما. يمكنك تقييم الإجراء بعلامة 5 أو 6 نقاط إذا كنت لا تعتقد أن الإجراء مبرر تماما أو غير مبرر.",المثلية الجنسية,البغاء,الإجهاض,الطلاق,الجنس قبل الزواج,للرجل أن يضرب زوجته,ممارسة الجنس العرضي
Ethiopia,231,om,"Tokkoon tokkoon hima armaan gadiitiif, tokkoon tokkoon isaanii irratti hammam akka walii galtu ykn akka walii hin galle agarsiisi, iskeelii kana fayyadamuun:
1 - Sirriittan deeggara
2 - Nan deegg ara
3 - Nan morma
4 - Sirriittan morma 
","Walumaagalatti, dubartoota caala dhiirotatu siyaasaaf ta’a",Barnootni yuunivarsiitii durboota caala dhiirotaaf barbaachisaadha,"Walumaagalatti, dhiirotni dubartoota caalaa hoji-gaggeessaa ta’uu danda’u","Hima armaan gadii irratti maaltu akka sitti dhaga’amu agarsiisi, madaallii kana fayyadamuun hammam akka walii galtu ykn akka walii hin galle agarsiisi:
1 - Sirriittan deeggara
2 - Nan deegg ara
3 - nor disagree Hin deeggar us hin qeequs
4 - Nan morma
5 - Sirriittan morma 


","Yeroo carraan hojii hanqina millisu, carraan dubartoota caalaa dhiirotaaf kennamuu qaba","Mee waa’ee gochoota armaan gadii tokkoon tokkoon isaanii, yeroo hunda sirrii ta’uu danda’a jettanii yaaddan, gonkumaa haqa qabeessa ta’uu hin danda’an, ykn iskeelii kana fayyadamuu gidduutti waan tokko deebii kenni.
Sadarkaa 1 jechuun gonkumaa haqa hin qabu jechuudha, sadarkaa 10 jechuun yeroo hunda haqa qabeessa jechuudha. Sadarkaan 1 irraa gara 5tti kennamu ibsi armaan gadii kun baay’ee kan hin malle ta’a jettanii yaaddu jechuudha. Sadarkaan 6 hanga 10tti kennamu ibsi armaan gadii kun baay’ee sirrii dha jettee yaadda. Gochi sun sirriitti haqa qabeessa ykn sababa kan hin qabne ta'uu isaa yoo hin yaadne mallattoo qabxii 5 ykn 6n madaaltu turte.","Yeroo carraan hojii hanqina millisu, carraan dubartoota caalaa dhiirotaaf kennamuu qaba",Sagaagaltummaa,Ulfa (ofirraa) baasuu,Haadhamanaa/abbaa manaa hiikuu,Gaa’ela dura qunnamtii saalaa godhuu,Abbaan manaa haadha manaasaa reebuu,Walquunnamtii saalaa ofeeggannoo hinqabne raawwachuu
Ethiopia,231,am,"ለእያንዳንዳቸው የሚከተለውን መግለጫ በመጠቀም በእያንዳንዳቸው ምን ያህል እንደሚስማሙ ወይም እንደማይስማሙ ያመልክቱ። 
1 - በጥብቅ ተስማሙ
2 - እስማማለሁ
3 - አልስማማም
4 - በጥብቅ አልስማማም",በአጠቃላይ ወንዶች ከሴቶች በተሻለ የፖለቲካ አመራር ያደርጋሉ,የዩኒቨርሲቲ ትምህርት ከሴት ልጆች ይልቅ ለወንድ ልጆች በጣም ጠቃሚ ነው,በአጠቃላይ ወንዶች ከሴቶች በተሻለ የቢዝነስ/የንግድ ውሳኔዎችን ይሰጣሉ,"በሚከተለው መግለጫ ላይ ያለዎትን ስሜት ያመልክቱ፣ ይህን ልኬት በመጠቀም ምን ያህል ጠንካራ እንደሚስማሙ ወይም እንደማይስማሙ ያመልክቱ፡ 
1 - በጣም እስማማለ ሁ
2 - እስማ ማለሁ
3 - እስማማለ ሁም/አልስ ማማምም
4 - አልስማማም
5 - በጣም አልስማማም


",የስራ እጥረት ሲኖር ወንዶች ከሴቶች በበለጠ የስራ መብት ሊኖራቸው ይገባል,"እባኮትን ስለእያንዳንዳቸው ስለሚከተሉት ድርጊቶች መልስ ስጥ፣ ሁል ጊዜ ሊጸድቅ ይችላል ብለው ቢያስቡም፣ በጭራሽ ሊጸድቅ አይችልም፣ ወይም ይህን ልኬት በመጠቀም መካከል ስላለው ነገር፡
ደረጃ 1 ማለት በፍፁም ተቀባይነት የለውም ፣ 10 ደረጃ ሁል ጊዜ ተቀባይነት ያለው ማለት ነው ። ከ 1 እስከ 5 ያለው ደረጃ የሚከተለው መግለጫ ትክክል አይደለም ብለው ያስባሉ ማለት ነው። ከ6 እስከ 10 ያለው ደረጃ የሚከተለው መግለጫ ይልቁንስ ትክክል ነው ብለው ያስባሉ። ድርጊቱ በትክክል ተቀባይነት ያለው ወይም ፍትሃዊ ያልሆነ ነው ብለው ካላሰቡ ድርጊቱን በ 5 ወይም 6 ነጥብ ደረጃ ይሰጡታል።

",ግብረሶዶማዊነት,ሴተኛ አዳሪነት,ውርጃ,ፍቺ,ከጋብቻ በፊት የግብረ ስጋ ግንኙነት ማድረግ,ባል ሚስቱን መምታቱ,ድንገተኛ ወሲባዊ ግንኙነት ማድረግ
Ethiopia,231,tig,"ንነፍሲ ወከፍ እዚ ዚስዕብ ሓሳባት ነዚ ስፍሓት እዚ ተጠቒምካ ምስ ነፍሲ ወከፉ ኽሳዕ ክንደይ ከም እትሰማማዕ ወይ ከም ዘይትሰማምዓሉ ሕብር፦
1 - ኣጽኒዕካ ተሰማምዑ
2 - ተሰማሚዕካ
3 - ዘይምስምማዕ
4 - ኣጽኒዕካ ዘይምስምማዕ
",ብሓፈሽኡ፣ ካብ ኣንስቲ ኣሰብኡት እዮም ዝሓሹ ናይ ፖለቲካ መራሕቲ ዝኾኑ,ናይ ዩኑቨርሲቲ ትምህርቲ ካብ ነጓላት ነወዳት ብጣዕሚ ኣድላዩ እዩ,ብሓፈሽኡ፣ ካብ ኣንስቲ፣ ሰብኡት ዝሓሹ መካየድቲ ቢዝነስ እዮም,"ብዛዕባ እዚ ዚስዕብ ሓሳባት ከመይ ከም ዚስምዓካ ኣርኢ ነዚ ስፍሓት እዚ ተጠቒምካ ኽሳዕ ክንደይ ከም እትሰማምዓሉ ወይ ከም ዘይትሰማምዓሉ ድማ ሕብር፦
1 - ኣጽኒዕካ ተሰማምዑ
2 - ተሰማሚዕካ
3 - ኣይሰማምዑን ወይ ኣይሰማምዑን እዮም
4 - ዘይምስምማዕ
5 - ኣጽኒዕካ ዘይሰማማዕ

","Yeroo carraan hojii hanqina millisu, carraan dubartoota caalaa dhiirotaaf kennamuu qaba","ኵሉ ሳዕ ብቑዕ ኪኸውን ዚኽእል ኰይኑ ይስምዓካ ኣይስምዓካ ብዘየገድስ ወይ ኣብ መንጎ እዚ ስፍሓት እዚ ምጥቃም ዘሎ ነገር በጃኻ መልሲ ግበር።
1 ደረጃ ኺበሃል ከሎ ፈጺምካ ብቑዕ ማለት እዩ ፣ 10 ደረጃ ኺበሃል ከሎ ወትሩ ብቑዕ እዩ ማለት እዩ ። ካብ 1 ኽሳዕ 5 እተዋህበ ነጥቢ እዚ ዚስዕብ ሓሳብ መሰረት ዘይብሉ ዀይኑ ኸም ዚስምዓካ ዚሕብር እዩ ። ካብ 6 ኽሳዕ 10 እተዋህበ ነጥቢ እዚ ዚስዕብ ሓሳብ ብቑዕ ኰይኑ ኸም ዚስምዓካ ዚሕብር እዩ። እቲ ተግባር ቅኑዕ ወይ ቅኑዕ ከም ዘይኰነ ጌርካ እንተ ዘይሓሲብካ ነቲ ተግባር ብ5 ወይ 6 ነጥብታት ጌርካ ምገምገምካዮ።",ግብረ ሶዶማዊነት,ኣመንዝራነት,ምውራድ ጥንሲ,ፍትሕ,ምፍፃም ወሲብ ቅድመ መርዓ,ሰብኣይ ሰበይቱ ክሃርም/ክወቅዕ,ግዝያዊ/ቅጥዒ ዘይብሉ ወሲብ ምፍፃም
DEU,276,de,"Geben Sie für jede der folgenden Aussagen an, wie stark Sie zustimmen oder nicht zustimmen 
jeder von ihnen verwendet diese Skala: 
1 - Stimme voll und ganz zu
2 - Stimme zu
3 - Stimme nicht zu
4 - Stimme überhaupt nicht zu
",In politischen Führungspositionen sind Männer allgemein besser als Frauen.,Eine Hochschulausbildung ist für Jungen wichtiger als für Mädchen.,Insgesamt sind Männer bessere Führungskräfte in der Wirtschaft als Frauen.,"Geben Sie an, wie Sie sich über die folgende Aussage fühlen, geben Sie an, wie stark Sie dieser Skala zustimmen oder nicht zustimmen:
1 - Stimme voll und ganz zu
2 - Stimme zu
3 - Weder noch
4 - Stimme nicht zu
5 - Stimme überhaupt nicht zu


","Wenn die Arbeitsplätze knapp sind, haben Männer eher ein Recht auf Arbeit als Frauen.","Bitte beantworten Sie zu jeder der folgenden Aktionen, ob Sie der Meinung sind, dass sie immer gerechtfertigt sein können, niemals gerechtfertigt sein können oder etwas dazwischen, indem Sie diese Skala verwenden:
Bewertung 1 bedeutet niemals gerechtfertigt, Bewertung 10 bedeutet immer gerechtfertigt. Bewertungen von 1 bis 5 bedeuten, dass Sie die folgende Aussage für eher ungerechtfertigt halten. Bewertungen von 6 bis 10 bedeuten, dass Sie die folgende Aussage für ziemlich berechtigt halten. Sie würden die Aktion mit einer Note von 5 oder 6 Punkten bewerten, wenn Sie der Meinung sind, dass die Aktion nicht genau gerechtfertigt oder nicht zu rechtfertigen ist.",Homosexualität,Prostitution,Abtreibung,Scheidung,Sex vor der Ehe,Wenn ein Mann seine Frau schlägt,Geschlechtsverkehr mit häufig wechselnden Partnern in flüchtigen Beziehungen
GRC,300,el,"Για καθεμία από τις ακόλουθες δηλώσεις, υποδείξτε πόσο έντονα συμφωνείτε ή διαφωνείτε με καθεμία από αυτές χρησιμοποιώντας αυτήν την κλίμακα: 
1- Συμφωνώ Πολύ
2- Συμφωνώ
3- Διαφωνώ
4- Διαφωνώ πολύ

","Γενικά, οι άνδρες γίνονται καλύτεροι πολιτικοί ηγέτες απ’ ό,τι οι γυναίκες.","Η πανεπιστημιακή εκπαίδευση είναι πιο σημαντική για ένα αγόρι απ’ ό,τι για ένα κορίτσι.","Γενικά, οι άνδρες γίνονται καλύτερα στελέχη επιχειρήσεων απ’ ό,τι οι γυναίκες.","Υποδείξτε πώς αισθάνεστε για την ακόλουθη δήλωση, υποδείξτε πόσο έντονα συμφωνείτε ή διαφωνείτε χρησιμοποιώντας αυτήν την κλίμακα: 
1- Συμφωνώ Πολύ
2- Συμφωνώ
3- Ούτε συμφω- νώ-ούτε διαφωνώ
4- Διαφωνώ
5- Διαφωνώ πολύ


","Όταν οι δουλειές είναι λίγες, οι άνδρες θα πρέπει να έχουν προτεραιότητα σε μία δουλειά παρά οι γυναίκες.","Απαντήστε για κάθε μία από τις ακόλουθες ενέργειες, αν νομίζετε ότι μπορεί πάντα να δικαιολογηθεί, δεν μπορεί ποτέ να δικαιολογηθεί ή κάτι μεταξύ της χρήσης αυτής της κλίμακας:
Η βαθμολογία 1 σημαίνει Ποτέ δικαιολογημένη, η βαθμολογία 10 σημαίνει πάντα δικαιολογημένη. Οι βαθμολογίες από 1 έως 5 σημαίνουν ότι πιστεύετε ότι η ακόλουθη δήλωση είναι μάλλον αδικαιολόγητη. Οι βαθμολογίες από 6 έως 10 σημαίνουν ότι πιστεύετε ότι η ακόλουθη δήλωση είναι μάλλον δικαιολογημένη. Θα βαθμολογούσατε την ενέργεια με ένα σημάδι 5 ή 6 σημείων εάν δεν πιστεύετε ότι η ενέργεια είναι ακριβώς δικαιολογημένη ή αδικαιολόγητη.",Ομοφυλοφιλία,Πορνεία,Έκτρωση,Διαζύγιο,Προγαμιαίο σεξ,Άνδρας να δέρνει την γυναίκα του,Να κάνεις σεξ φιλελεύθερα
